first_game,second_game,country,season,medal,athlete,min_year,newcomer,rank
1972,1932,LAT,Summer,1.0,13.0,1924.0,yes,4.0
1972,1936,CHN,Summer,0.0,65.0,1932.0,yes,7.0
1972,1936,EST,Summer,7.0,36.0,1920.0,yes,2.5
1972,1936,EST,Winter,0.0,9.0,1920.0,yes,7.0
1972,1936,GER,Summer,224.0,581.0,1900.0,yes,1.0
1972,1936,GER,Winter,7.0,67.0,1900.0,yes,2.5
1972,1936,RSA,Summer,1.0,54.0,1904.0,yes,5.0
1972,1936,LAT,Summer,2.0,33.0,1924.0,yes,4.0
1972,1936,LAT,Winter,0.0,36.0,1924.0,yes,7.0
1972,1948,CHN,Summer,0.0,33.0,1932.0,yes,2.5
1972,1948,IRQ,Summer,0.0,13.0,1948.0,yes,2.5
1972,1948,RSA,Summer,6.0,43.0,1904.0,yes,1.0
1972,1952,CHN,Summer,0.0,1.0,1932.0,yes,4.5
1972,1952,GER,Summer,40.0,365.0,1900.0,yes,1.0
1972,1952,GER,Winter,12.0,77.0,1900.0,yes,3.0
1972,1952,RSA,Summer,14.0,109.0,1904.0,yes,2.0
1972,1952,SAA,Summer,0.0,93.0,1952.0,yes,4.5
1972,1956,GER,Summer,52.0,261.0,1900.0,yes,1.0
1972,1956,GER,Winter,2.0,90.0,1900.0,yes,3.0
1972,1956,RSA,Summer,7.0,90.0,1904.0,yes,2.0
1972,1956,MAL,Summer,0.0,34.0,1956.0,yes,4.5
1972,1956,NBO,Summer,0.0,2.0,1956.0,yes,4.5
1972,1960,IRQ,Summer,1.0,28.0,1948.0,yes,6.0
1972,1960,UAR,Summer,2.0,123.0,1960.0,yes,5.0
1972,1960,GER,Summer,89.0,425.0,1900.0,yes,1.0
1972,1960,GER,Winter,9.0,110.0,1900.0,yes,2.0
1972,1960,RSA,Summer,3.0,72.0,1904.0,yes,4.0
1972,1960,RSA,Winter,0.0,4.0,1904.0,yes,8.5
1972,1960,MAL,Summer,0.0,11.0,1956.0,yes,8.5
1972,1960,ZIM,Summer,0.0,10.0,1928.0,yes,8.5
1972,1960,RHO,Summer,0.0,12.0,1960.0,yes,8.5
1972,1960,WIF,Summer,5.0,20.0,1960.0,yes,3.0
1972,1964,IRQ,Summer,0.0,19.0,1948.0,yes,3.5
1972,1964,GER,Summer,116.0,478.0,1900.0,yes,1.0
1972,1964,GER,Winter,10.0,144.0,1900.0,yes,2.0
1972,1964,ZIM,Summer,0.0,33.0,1928.0,yes,3.5
1972,1968,IRQ,Summer,0.0,4.0,1948.0,yes,4.0
1972,1968,LBA,Summer,0.0,1.0,1968.0,yes,4.0
1972,1968,HON,Summer,0.0,6.0,1968.0,yes,4.0
1972,1968,GUI,Summer,0.0,15.0,1968.0,yes,4.0
1972,1968,SLE,Summer,0.0,4.0,1968.0,yes,4.0
1972,1968,CAF,Summer,0.0,1.0,1968.0,yes,4.0
1972,1968,COD,Summer,0.0,8.0,1968.0,yes,4.0
1972,1976,HON,Summer,0.0,3.0,1968.0,yes,3.5
1972,1976,PNG,Summer,0.0,9.0,1976.0,yes,3.5
1972,1976,CAY,Summer,0.0,2.0,1976.0,yes,3.5
1972,1976,AND,Summer,0.0,3.0,1976.0,yes,3.5
1972,1976,AND,Winter,0.0,11.0,1976.0,yes,3.5
1972,1976,ANT,Summer,0.0,17.0,1976.0,yes,3.5
1972,1980,CHN,Winter,0.0,38.0,1932.0,yes,9.5
1972,1980,IRQ,Summer,0.0,44.0,1948.0,yes,9.5
1972,1980,JOR,Summer,0.0,6.0,1980.0,yes,9.5
1972,1980,LBA,Summer,0.0,38.0,1968.0,yes,9.5
1972,1980,ANG,Summer,0.0,17.0,1980.0,yes,9.5
1972,1980,SEY,Summer,0.0,21.0,1980.0,yes,9.5
1972,1980,CYP,Summer,0.0,15.0,1980.0,yes,9.5
1972,1980,CYP,Winter,0.0,6.0,1980.0,yes,9.5
1972,1980,GUI,Summer,0.0,10.0,1968.0,yes,9.5
1972,1980,SLE,Summer,0.0,32.0,1968.0,yes,9.5
1972,1980,MOZ,Summer,0.0,16.0,1980.0,yes,9.5
1972,1980,LAO,Summer,0.0,19.0,1980.0,yes,9.5
1972,1980,BOT,Summer,0.0,8.0,1980.0,yes,9.5
1972,1980,AND,Summer,0.0,2.0,1976.0,yes,9.5
1972,1980,AND,Winter,0.0,9.0,1976.0,yes,9.5
1972,1980,ZIM,Summer,15.0,52.0,1928.0,yes,1.0
1972,1980,VIE,Summer,0.0,38.0,1980.0,yes,9.5
1972,1984,CHN,Summer,74.0,323.0,1932.0,yes,1.0
1972,1988,CHN,Summer,52.0,427.0,1932.0,yes,1.0
1972,1988,DJI,Summer,1.0,6.0,1984.0,yes,2.0
1972,1992,CHN,Summer,82.0,394.0,1932.0,yes,3.0
1972,1992,GER,Summer,198.0,653.0,1900.0,yes,2.0
1972,1992,GER,Winter,38.0,193.0,1900.0,yes,5.0
1972,1992,EUN,Summer,220.0,650.0,1992.0,yes,1.0
1972,1992,EUN,Winter,59.0,214.0,1992.0,yes,4.0
1972,1992,SLO,Summer,6.0,47.0,1992.0,yes,8.0
1972,1992,CRO,Summer,15.0,46.0,1992.0,yes,6.0
1972,1992,LTU,Summer,13.0,54.0,1924.0,yes,7.0
1972,1996,CHN,Summer,106.0,438.0,1932.0,yes,3.0
1972,1996,RUS,Summer,115.0,552.0,1900.0,yes,2.0
1972,1996,BLR,Summer,23.0,259.0,1994.0,yes,7.0
1972,1996,GER,Summer,124.0,626.0,1900.0,yes,1.0
1972,1996,KAZ,Summer,11.0,142.0,1994.0,yes,9.5
1972,1996,UKR,Summer,34.0,351.0,1994.0,yes,4.0
1972,1996,CRO,Summer,28.0,117.0,1992.0,yes,5.0
1972,1996,CZE,Summer,13.0,169.0,1994.0,yes,8.0
1972,1996,LTU,Summer,11.0,81.0,1924.0,yes,9.5
1972,1996,SCG,Summer,26.0,79.0,1996.0,yes,6.0
1972,2000,CHN,Summer,79.0,414.0,1932.0,yes,3.0
1972,2000,RUS,Summer,187.0,602.0,1900.0,yes,1.0
1972,2000,BLR,Summer,22.0,231.0,1994.0,yes,6.0
1972,2000,GER,Summer,118.0,567.0,1900.0,yes,2.0
1972,2000,KAZ,Summer,7.0,158.0,1994.0,yes,10.0
1972,2000,UKR,Summer,35.0,368.0,1994.0,yes,4.0
1972,2000,CRO,Summer,10.0,108.0,1992.0,yes,8.0
1972,2000,CZE,Summer,9.0,162.0,1994.0,yes,9.0
1972,2000,LTU,Summer,17.0,77.0,1924.0,yes,7.0
1972,2000,SCG,Summer,25.0,125.0,1996.0,yes,5.0
1972,2004,CHN,Summer,94.0,518.0,1932.0,yes,3.0
1972,2004,RUS,Summer,189.0,593.0,1900.0,yes,1.0
1972,2004,BLR,Summer,15.0,192.0,1994.0,yes,6.0
1972,2004,GER,Summer,149.0,592.0,1900.0,yes,2.0
1972,2004,RSA,Summer,10.0,128.0,1904.0,yes,9.5
1972,2004,UKR,Summer,47.0,357.0,1994.0,yes,4.0
1972,2004,CRO,Summer,21.0,100.0,1992.0,yes,5.0
1972,2004,CZE,Summer,13.0,171.0,1994.0,yes,7.5
1972,2004,SCG,Summer,13.0,96.0,1996.0,yes,7.5
1972,2004,SVK,Summer,10.0,84.0,1994.0,yes,9.5
1972,2008,CHN,Summer,184.0,730.0,1932.0,yes,1.0
1972,2008,AZE,Summer,7.0,44.0,1996.0,yes,9.5
1972,2008,RUS,Summer,142.0,600.0,1900.0,yes,2.0
1972,2008,BLR,Summer,29.0,237.0,1994.0,yes,5.0
1972,2008,GER,Summer,99.0,558.0,1900.0,yes,3.0
1972,2008,KAZ,Summer,13.0,146.0,1994.0,yes,7.0
1972,2008,UKR,Summer,31.0,327.0,1994.0,yes,4.0
1972,2008,CZE,Summer,7.0,158.0,1994.0,yes,9.5
1972,2008,SRB,Summer,15.0,97.0,1912.0,yes,6.0
1972,2008,SVK,Summer,10.0,67.0,1994.0,yes,8.0
1972,2012,CHN,Summer,125.0,479.0,1932.0,yes,2.0
1972,2012,RUS,Summer,140.0,549.0,1900.0,yes,1.0
1972,2012,BLR,Summer,23.0,185.0,1994.0,yes,6.0
1972,2012,GER,Summer,94.0,510.0,1900.0,yes,3.0
1972,2012,KAZ,Summer,13.0,132.0,1994.0,yes,10.0
1972,2012,UKR,Summer,26.0,304.0,1994.0,yes,5.0
1972,2012,CRO,Summer,35.0,118.0,1992.0,yes,4.0
1972,2012,CZE,Summer,14.0,159.0,1994.0,yes,8.5
1972,2012,SRB,Summer,16.0,134.0,1912.0,yes,7.0
1972,2012,MNE,Summer,14.0,34.0,2008.0,yes,8.5
1972,2016,CHN,Summer,113.0,499.0,1932.0,yes,3.0
1972,2016,AZE,Summer,18.0,69.0,1996.0,yes,7.5
1972,2016,RUS,Summer,115.0,406.0,1900.0,yes,2.0
1972,2016,GER,Summer,159.0,536.0,1900.0,yes,1.0
1972,2016,RSA,Summer,23.0,155.0,1904.0,yes,6.0
1972,2016,KAZ,Summer,18.0,123.0,1994.0,yes,7.5
1972,2016,UKR,Summer,15.0,272.0,1994.0,yes,9.5
1972,2016,CRO,Summer,24.0,93.0,1992.0,yes,5.0
1972,2016,CZE,Summer,15.0,135.0,1994.0,yes,9.5
1972,2016,SRB,Summer,54.0,127.0,1912.0,yes,4.0
1972,1906,GER,Summer,30.0,157.0,1900.0,yes,1.0
1972,1906,CRT,Summer,0.0,11.0,1906.0,yes,3.0
1972,1906,BOH,Summer,3.0,29.0,1900.0,yes,2.0
1976,1900,RUS,Summer,0.0,5.0,1900.0,yes,3.0
1976,1900,GER,Summer,45.0,103.0,1900.0,yes,1.0
1976,1900,BOH,Summer,3.0,9.0,1900.0,yes,2.0
1976,1904,GER,Summer,16.0,55.0,1900.0,yes,1.0
1976,1904,RSA,Summer,0.0,8.0,1904.0,yes,2.5
1976,1904,NFL,Summer,0.0,1.0,1904.0,yes,2.5
1976,1908,RUS,Summer,3.0,7.0,1900.0,yes,4.0
1976,1908,GER,Summer,21.0,148.0,1900.0,yes,1.0
1976,1908,RSA,Summer,2.0,33.0,1904.0,yes,5.0
1976,1908,ANZ,Summer,19.0,48.0,1908.0,yes,2.0
1976,1908,BOH,Summer,6.0,41.0,1900.0,yes,3.0
1976,1912,RUS,Summer,14.0,266.0,1900.0,yes,2.0
1976,1912,GER,Summer,53.0,312.0,1900.0,yes,1.0
1976,1912,RSA,Summer,7.0,56.0,1904.0,yes,4.0
1976,1912,ANZ,Summer,10.0,38.0,1908.0,yes,3.0
1976,1912,SRB,Summer,0.0,2.0,1912.0,yes,6.0
1976,1912,BOH,Summer,0.0,74.0,1900.0,yes,6.0
1976,1912,UNK,Summer,0.0,2.0,1912.0,yes,6.0
1976,1920,EST,Summer,3.0,20.0,1920.0,yes,2.0
1976,1920,RSA,Summer,21.0,97.0,1904.0,yes,1.0
1976,1924,EST,Summer,6.0,47.0,1920.0,yes,1.0
1976,1924,RUS,Summer,0.0,3.0,1900.0,yes,4.5
1976,1924,RSA,Summer,3.0,44.0,1904.0,yes,2.0
1976,1924,LAT,Summer,0.0,47.0,1924.0,yes,4.5
1976,1924,LAT,Winter,0.0,7.0,1924.0,yes,4.5
1976,1924,LTU,Summer,0.0,13.0,1924.0,yes,4.5
1976,1928,EST,Summer,9.0,23.0,1920.0,yes,2.0
1976,1928,EST,Winter,0.0,6.0,1920.0,yes,8.0
1976,1928,GER,Summer,77.0,399.0,1900.0,yes,1.0
1976,1928,GER,Winter,5.0,51.0,1900.0,yes,4.0
1976,1928,RSA,Summer,6.0,40.0,1904.0,yes,3.0
1976,1928,LAT,Summer,0.0,24.0,1924.0,yes,8.0
1976,1928,LAT,Winter,0.0,3.0,1924.0,yes,8.0
1976,1928,LTU,Summer,0.0,13.0,1924.0,yes,8.0
1976,1928,LTU,Winter,0.0,4.0,1924.0,yes,8.0
1976,1928,MLT,Summer,0.0,9.0,1928.0,yes,8.0
1976,1928,ZIM,Summer,0.0,2.0,1928.0,yes,8.0
1976,1932,CHN,Summer,0.0,2.0,1932.0,yes,6.0
1976,1932,EST,Summer,0.0,3.0,1920.0,yes,6.0
1976,1932,GER,Summer,43.0,202.0,1900.0,yes,1.0
1976,1932,GER,Winter,14.0,23.0,1900.0,yes,2.0
1976,1932,RSA,Summer,5.0,20.0,1904.0,yes,3.0
1976,1932,LAT,Summer,1.0,13.0,1924.0,yes,4.0
1976,1932,ESA,Summer,0.0,4.0,1932.0,yes,6.0
1976,1936,CHN,Summer,0.0,65.0,1932.0,yes,8.0
1976,1936,EST,Summer,7.0,36.0,1920.0,yes,2.5
1976,1936,EST,Winter,0.0,9.0,1920.0,yes,8.0
1976,1936,GER,Summer,224.0,581.0,1900.0,yes,1.0
1976,1936,GER,Winter,7.0,67.0,1900.0,yes,2.5
1976,1936,RSA,Summer,1.0,54.0,1904.0,yes,5.0
1976,1936,LAT,Summer,2.0,33.0,1924.0,yes,4.0
1976,1936,LAT,Winter,0.0,36.0,1924.0,yes,8.0
1976,1936,AFG,Summer,0.0,16.0,1936.0,yes,8.0
1976,1936,MLT,Summer,0.0,11.0,1928.0,yes,8.0
1976,1948,CHN,Summer,0.0,33.0,1932.0,yes,6.0
1976,1948,IRQ,Summer,0.0,13.0,1948.0,yes,6.0
1976,1948,RSA,Summer,6.0,43.0,1904.0,yes,1.0
1976,1948,SYR,Summer,0.0,1.0,1948.0,yes,6.0
1976,1948,SRI,Summer,1.0,10.0,1948.0,yes,2.0
1976,1948,AFG,Summer,0.0,25.0,1936.0,yes,6.0
1976,1948,GUY,Summer,0.0,7.0,1948.0,yes,6.0
1976,1948,MLT,Summer,0.0,1.0,1928.0,yes,6.0
1976,1948,MYA,Summer,0.0,5.0,1948.0,yes,6.0
1976,1952,CHN,Summer,0.0,1.0,1932.0,yes,7.5
1976,1952,NGR,Summer,0.0,15.0,1952.0,yes,7.5
1976,1952,GER,Summer,40.0,365.0,1900.0,yes,1.0
1976,1952,GER,Winter,12.0,77.0,1900.0,yes,3.0
1976,1952,RSA,Summer,14.0,109.0,1904.0,yes,2.0
1976,1952,SRI,Summer,0.0,7.0,1948.0,yes,7.5
1976,1952,GHA,Summer,0.0,9.0,1952.0,yes,7.5
1976,1952,GUY,Summer,0.0,1.0,1948.0,yes,7.5
1976,1952,SAA,Summer,0.0,93.0,1952.0,yes,7.5
1976,1952,MYA,Summer,0.0,5.0,1948.0,yes,7.5
1976,1952,VNM,Summer,0.0,13.0,1952.0,yes,7.5
1976,1956,NGR,Summer,0.0,14.0,1952.0,yes,10.0
1976,1956,GER,Summer,52.0,261.0,1900.0,yes,1.0
1976,1956,GER,Winter,2.0,90.0,1900.0,yes,3.0
1976,1956,RSA,Summer,7.0,90.0,1904.0,yes,2.0
1976,1956,ETH,Summer,0.0,30.0,1956.0,yes,10.0
1976,1956,SRI,Summer,0.0,3.0,1948.0,yes,10.0
1976,1956,KEN,Summer,0.0,31.0,1956.0,yes,10.0
1976,1956,AFG,Summer,0.0,12.0,1936.0,yes,10.0
1976,1956,GUY,Summer,0.0,6.0,1948.0,yes,10.0
1976,1956,UGA,Summer,0.0,5.0,1956.0,yes,10.0
1976,1956,LBR,Summer,0.0,11.0,1956.0,yes,10.0
1976,1956,MAL,Summer,0.0,34.0,1956.0,yes,10.0
1976,1956,CAM,Summer,0.0,2.0,1956.0,yes,10.0
1976,1956,MYA,Summer,0.0,12.0,1948.0,yes,10.0
1976,1956,NBO,Summer,0.0,2.0,1956.0,yes,10.0
1976,1956,VNM,Summer,0.0,10.0,1952.0,yes,10.0
1976,1960,IRQ,Summer,1.0,28.0,1948.0,yes,7.0
1976,1960,UAR,Summer,2.0,123.0,1960.0,yes,5.0
1976,1960,GER,Summer,89.0,425.0,1900.0,yes,1.0
1976,1960,GER,Winter,9.0,110.0,1900.0,yes,2.0
1976,1960,RSA,Summer,3.0,72.0,1904.0,yes,4.0
1976,1960,ETH,Summer,1.0,15.0,1956.0,yes,7.0
1976,1960,GHA,Summer,1.0,15.0,1952.0,yes,7.0
1976,1960,WIF,Summer,5.0,20.0,1960.0,yes,3.0
1976,1964,NGR,Summer,1.0,19.0,1952.0,yes,4.5
1976,1964,GER,Summer,116.0,478.0,1900.0,yes,1.0
1976,1964,GER,Winter,10.0,144.0,1900.0,yes,2.0
1976,1964,ETH,Summer,1.0,19.0,1956.0,yes,4.5
1976,1964,KEN,Summer,1.0,41.0,1956.0,yes,4.5
1976,1964,GHA,Summer,1.0,40.0,1952.0,yes,4.5
1976,1968,ETH,Summer,2.0,26.0,1956.0,yes,2.5
1976,1968,KEN,Summer,12.0,50.0,1956.0,yes,1.0
1976,1968,UGA,Summer,2.0,14.0,1956.0,yes,2.5
1976,1972,NGR,Summer,1.0,36.0,1952.0,yes,5.0
1976,1972,ETH,Summer,2.0,40.0,1956.0,yes,2.5
1976,1972,KEN,Summer,12.0,69.0,1956.0,yes,1.0
1976,1972,GHA,Summer,1.0,41.0,1952.0,yes,5.0
1976,1972,NIG,Summer,1.0,4.0,1964.0,yes,5.0
1976,1972,UGA,Summer,2.0,35.0,1956.0,yes,2.5
1976,1980,TAN,Summer,2.0,48.0,1964.0,yes,3.0
1976,1980,ETH,Summer,4.0,48.0,1956.0,yes,2.0
1976,1980,GUY,Summer,1.0,10.0,1948.0,yes,4.5
1976,1980,UGA,Summer,1.0,16.0,1956.0,yes,4.5
1976,1980,ZIM,Summer,15.0,52.0,1928.0,yes,1.0
1976,1984,CHN,Summer,74.0,323.0,1932.0,yes,1.0
1976,1984,NGR,Summer,5.0,36.0,1952.0,yes,2.0
1976,1984,ALG,Summer,2.0,33.0,1964.0,yes,4.0
1976,1984,SYR,Summer,1.0,9.0,1948.0,yes,5.5
1976,1984,KEN,Summer,3.0,67.0,1956.0,yes,3.0
1976,1984,ZAM,Summer,1.0,18.0,1964.0,yes,5.5
1976,1988,CHN,Summer,52.0,427.0,1932.0,yes,1.0
1976,1988,DJI,Summer,1.0,6.0,1984.0,yes,3.0
1976,1988,KEN,Summer,9.0,88.0,1956.0,yes,2.0
1976,1992,CHN,Summer,82.0,394.0,1932.0,yes,3.0
1976,1992,NGR,Summer,11.0,72.0,1952.0,yes,9.0
1976,1992,GER,Summer,198.0,653.0,1900.0,yes,2.0
1976,1992,GER,Winter,38.0,193.0,1900.0,yes,5.0
1976,1992,EUN,Summer,220.0,650.0,1992.0,yes,1.0
1976,1992,EUN,Winter,59.0,214.0,1992.0,yes,4.0
1976,1992,KEN,Summer,8.0,55.0,1956.0,yes,10.0
1976,1992,GHA,Summer,20.0,41.0,1952.0,yes,6.0
1976,1992,CRO,Summer,15.0,46.0,1992.0,yes,7.0
1976,1992,LTU,Summer,13.0,54.0,1924.0,yes,8.0
1976,1996,CHN,Summer,106.0,438.0,1932.0,yes,3.0
1976,1996,RUS,Summer,115.0,552.0,1900.0,yes,2.0
1976,1996,BLR,Summer,23.0,259.0,1994.0,yes,8.0
1976,1996,NGR,Summer,24.0,84.0,1952.0,yes,7.0
1976,1996,GER,Summer,124.0,626.0,1900.0,yes,1.0
1976,1996,KAZ,Summer,11.0,142.0,1994.0,yes,10.5
1976,1996,UKR,Summer,34.0,351.0,1994.0,yes,4.0
1976,1996,CRO,Summer,28.0,117.0,1992.0,yes,5.0
1976,1996,CZE,Summer,13.0,169.0,1994.0,yes,9.0
1976,1996,LTU,Summer,11.0,81.0,1924.0,yes,10.5
1976,1996,SCG,Summer,26.0,79.0,1996.0,yes,6.0
1976,2000,CHN,Summer,79.0,414.0,1932.0,yes,3.0
1976,2000,RUS,Summer,187.0,602.0,1900.0,yes,1.0
1976,2000,BLR,Summer,22.0,231.0,1994.0,yes,6.0
1976,2000,NGR,Summer,8.0,100.0,1952.0,yes,10.5
1976,2000,GER,Summer,118.0,567.0,1900.0,yes,2.0
1976,2000,ETH,Summer,8.0,27.0,1956.0,yes,10.5
1976,2000,UKR,Summer,35.0,368.0,1994.0,yes,4.0
1976,2000,CRO,Summer,10.0,108.0,1992.0,yes,8.0
1976,2000,CZE,Summer,9.0,162.0,1994.0,yes,9.0
1976,2000,LTU,Summer,17.0,77.0,1924.0,yes,7.0
1976,2000,SCG,Summer,25.0,125.0,1996.0,yes,5.0
1976,2004,CHN,Summer,94.0,518.0,1932.0,yes,3.0
1976,2004,RUS,Summer,189.0,593.0,1900.0,yes,1.0
1976,2004,BLR,Summer,15.0,192.0,1994.0,yes,6.0
1976,2004,GER,Summer,149.0,592.0,1900.0,yes,2.0
1976,2004,RSA,Summer,10.0,128.0,1904.0,yes,9.5
1976,2004,UKR,Summer,47.0,357.0,1994.0,yes,4.0
1976,2004,CRO,Summer,21.0,100.0,1992.0,yes,5.0
1976,2004,CZE,Summer,13.0,171.0,1994.0,yes,7.5
1976,2004,SCG,Summer,13.0,96.0,1996.0,yes,7.5
1976,2004,SVK,Summer,10.0,84.0,1994.0,yes,9.5
1976,2008,CHN,Summer,184.0,730.0,1932.0,yes,1.0
1976,2008,RUS,Summer,142.0,600.0,1900.0,yes,2.0
1976,2008,BLR,Summer,29.0,237.0,1994.0,yes,5.0
1976,2008,NGR,Summer,23.0,89.0,1952.0,yes,6.0
1976,2008,GER,Summer,99.0,558.0,1900.0,yes,3.0
1976,2008,KAZ,Summer,13.0,146.0,1994.0,yes,9.0
1976,2008,KEN,Summer,15.0,47.0,1956.0,yes,7.5
1976,2008,UKR,Summer,31.0,327.0,1994.0,yes,4.0
1976,2008,SRB,Summer,15.0,97.0,1912.0,yes,7.5
1976,2008,SVK,Summer,10.0,67.0,1994.0,yes,10.0
1976,2012,CHN,Summer,125.0,479.0,1932.0,yes,2.0
1976,2012,RUS,Summer,140.0,549.0,1900.0,yes,1.0
1976,2012,BLR,Summer,23.0,185.0,1994.0,yes,6.0
1976,2012,GER,Summer,94.0,510.0,1900.0,yes,3.0
1976,2012,KAZ,Summer,13.0,132.0,1994.0,yes,10.0
1976,2012,UKR,Summer,26.0,304.0,1994.0,yes,5.0
1976,2012,CRO,Summer,35.0,118.0,1992.0,yes,4.0
1976,2012,CZE,Summer,14.0,159.0,1994.0,yes,8.5
1976,2012,SRB,Summer,16.0,134.0,1912.0,yes,7.0
1976,2012,MNE,Summer,14.0,34.0,2008.0,yes,8.5
1976,2016,CHN,Summer,113.0,499.0,1932.0,yes,3.0
1976,2016,AZE,Summer,18.0,69.0,1996.0,yes,8.0
1976,2016,RUS,Summer,115.0,406.0,1900.0,yes,2.0
1976,2016,NGR,Summer,18.0,77.0,1952.0,yes,8.0
1976,2016,GER,Summer,159.0,536.0,1900.0,yes,1.0
1976,2016,RSA,Summer,23.0,155.0,1904.0,yes,6.0
1976,2016,KAZ,Summer,18.0,123.0,1994.0,yes,8.0
1976,2016,UKR,Summer,15.0,272.0,1994.0,yes,10.5
1976,2016,CRO,Summer,24.0,93.0,1992.0,yes,5.0
1976,2016,CZE,Summer,15.0,135.0,1994.0,yes,10.5
1976,2016,SRB,Summer,54.0,127.0,1912.0,yes,4.0
1976,1906,GER,Summer,30.0,157.0,1900.0,yes,1.0
1976,1906,CRT,Summer,0.0,11.0,1906.0,yes,3.0
1976,1906,BOH,Summer,3.0,29.0,1900.0,yes,2.0
1980,1900,IRI,Summer,0.0,1.0,1900.0,yes,4.5
1980,1900,RUS,Summer,0.0,5.0,1900.0,yes,4.5
1980,1900,GER,Summer,45.0,103.0,1900.0,yes,1.0
1980,1900,HAI,Summer,1.0,4.0,1900.0,yes,3.0
1980,1900,BOH,Summer,3.0,9.0,1900.0,yes,2.0
1980,1904,GER,Summer,16.0,55.0,1900.0,yes,1.0
1980,1904,RSA,Summer,0.0,8.0,1904.0,yes,2.5
1980,1904,NFL,Summer,0.0,1.0,1904.0,yes,2.5
1980,1908,RUS,Summer,3.0,7.0,1900.0,yes,4.0
1980,1908,GER,Summer,21.0,148.0,1900.0,yes,1.0
1980,1908,RSA,Summer,2.0,33.0,1904.0,yes,5.0
1980,1908,ANZ,Summer,19.0,48.0,1908.0,yes,2.0
1980,1908,BOH,Summer,6.0,41.0,1900.0,yes,3.0
1980,1912,RUS,Summer,14.0,266.0,1900.0,yes,2.0
1980,1912,TUR,Summer,0.0,7.0,1906.0,yes,7.0
1980,1912,CHI,Summer,0.0,28.0,1912.0,yes,7.0
1980,1912,GER,Summer,53.0,312.0,1900.0,yes,1.0
1980,1912,RSA,Summer,7.0,56.0,1904.0,yes,4.0
1980,1912,ANZ,Summer,10.0,38.0,1908.0,yes,3.0
1980,1912,SRB,Summer,0.0,2.0,1912.0,yes,7.0
1980,1912,BOH,Summer,0.0,74.0,1900.0,yes,7.0
1980,1912,UNK,Summer,0.0,2.0,1912.0,yes,7.0
1980,1920,EST,Summer,3.0,20.0,1920.0,yes,2.0
1980,1920,EGY,Summer,0.0,22.0,1906.0,yes,4.0
1980,1920,CHI,Summer,0.0,2.0,1912.0,yes,4.0
1980,1920,RSA,Summer,21.0,97.0,1904.0,yes,1.0
1980,1920,MON,Summer,0.0,7.0,1920.0,yes,4.0
1980,1924,EST,Summer,6.0,47.0,1920.0,yes,2.0
1980,1924,EGY,Summer,0.0,30.0,1906.0,yes,9.5
1980,1924,RUS,Summer,0.0,3.0,1900.0,yes,9.5
1980,1924,TUR,Summer,0.0,23.0,1906.0,yes,9.5
1980,1924,CHI,Summer,0.0,18.0,1912.0,yes,9.5
1980,1924,RSA,Summer,3.0,44.0,1904.0,yes,4.0
1980,1924,PHI,Summer,0.0,2.0,1924.0,yes,9.5
1980,1924,MON,Summer,1.0,9.0,1920.0,yes,5.0
1980,1924,URU,Summer,14.0,40.0,1924.0,yes,1.0
1980,1924,LAT,Summer,0.0,47.0,1924.0,yes,9.5
1980,1924,LAT,Winter,0.0,7.0,1924.0,yes,9.5
1980,1924,LTU,Summer,0.0,13.0,1924.0,yes,9.5
1980,1924,HAI,Summer,5.0,16.0,1900.0,yes,3.0
1980,1928,EST,Summer,9.0,23.0,1920.0,yes,3.0
1980,1928,EGY,Summer,4.0,43.0,1906.0,yes,6.0
1980,1928,CHI,Summer,1.0,46.0,1912.0,yes,8.0
1980,1928,GER,Summer,77.0,399.0,1900.0,yes,1.0
1980,1928,GER,Winter,5.0,51.0,1900.0,yes,5.0
1980,1928,RSA,Summer,6.0,40.0,1904.0,yes,4.0
1980,1928,PHI,Summer,1.0,6.0,1924.0,yes,8.0
1980,1928,URU,Summer,17.0,17.0,1924.0,yes,2.0
1980,1928,HAI,Summer,1.0,3.0,1900.0,yes,8.0
1980,1932,EST,Summer,0.0,3.0,1920.0,yes,9.0
1980,1932,TUR,Summer,0.0,2.0,1906.0,yes,9.0
1980,1932,GER,Summer,43.0,202.0,1900.0,yes,1.0
1980,1932,GER,Winter,14.0,23.0,1900.0,yes,2.0
1980,1932,RSA,Summer,5.0,20.0,1904.0,yes,3.0
1980,1932,PHI,Summer,3.0,8.0,1924.0,yes,4.0
1980,1932,MON,Summer,0.0,1.0,1920.0,yes,9.0
1980,1932,URU,Summer,1.0,6.0,1924.0,yes,5.5
1980,1932,LAT,Summer,1.0,13.0,1924.0,yes,5.5
1980,1932,ESA,Summer,0.0,4.0,1932.0,yes,9.0
1980,1932,HAI,Summer,0.0,3.0,1900.0,yes,9.0
1980,1936,EST,Summer,7.0,36.0,1920.0,yes,2.5
1980,1936,EGY,Summer,5.0,66.0,1906.0,yes,4.0
1980,1936,TUR,Summer,2.0,62.0,1906.0,yes,5.5
1980,1936,GER,Summer,224.0,581.0,1900.0,yes,1.0
1980,1936,GER,Winter,7.0,67.0,1900.0,yes,2.5
1980,1936,RSA,Summer,1.0,54.0,1904.0,yes,7.5
1980,1936,PHI,Summer,1.0,40.0,1924.0,yes,7.5
1980,1936,LAT,Summer,2.0,33.0,1924.0,yes,5.5
1980,1948,EGY,Summer,5.0,166.0,1906.0,yes,3.0
